date,description,amount,category,merchant
2024-02-07,UPI/YOUTUBE PREMIUM/210890,186.07,entertainment,YOUTUBE PREMIUM
2024-05-13,IMPS/524529615143/VIGANZI HOSTEL/PUNB,16909.38,rent,VIGANZI
2024-03-29,PG*AIRPORT TAXI PREPAID*11686462,415.11,travel,AIRPORT TAXI PREPAID
2024-06-21,UPI/PEJO PG RENT/749110/PUNB,31195.66,rent,PEJO
2024-06-15,UPI/DR/312524235256/GANJOTEK LABS/HDFC/ganjotek@ybl,5346.37,health,GANJOTEK
2024-06-08,POS 8022 MAX HEALTHCARE CHENNAI,19421.22,health,MAX HEALTHCARE
2024-04-11,UPI-VIVIHA CINEMAS-viviha@ibl-622155963743,325.14,entertainment,VIVIHA
2024-06-10,UPI/DR/640857216966/HOTSTAR/PUNB/hotstar@okhdfcbank,842.87,entertainment,HOTSTAR
2024-06-17,ECS BESCOM ELECTRICITY 377729,1463.12,bills,BESCOM ELECTRICITY
2024-04-11,BIGBASKET INTERNET 315999,1485.34,food,BIGBASKET
2024-02-01,SONYLIV ONLINE 92372450,630.6,entertainment,SONYLIV
2024-03-12,BILLPAY/DAJOLU GAS/99132935,7642.84,bills,DAJOLU
2024-04-08,UPI-KALU BIRYANI-kalu@axl-839093424240,679.76,food,KALU
2024-03-03,UPI/DMART/973832,1629.49,food,DMART
2024-01-20,OLA CABS GURGAON IN,360.74,travel,OLA CABS
2024-03-07,UPI/DR/564729293143/HOTEL SAGAR RESTAURANT/PUNB/hotel@ibl,331.4,food,HOTEL SAGAR RESTAURANT
2024-03-26,POS/APOLLO PHARMACY CHENNAI,997.35,health,APOLLO PHARMACY
2024-06-14,UPI-ZERODHA BROKING-zerodha@oksbi-592126848563,1058.36,other,ZERODHA BROKING
2024-01-23,UPI-SHASHARA JEWELLERS-shashara@axl-860566880316,2505.95,shopping,SHASHARA
2024-01-07,UPI-LULU PHARMACY-lulu@ibl-505519193968,292.1,health,LULU
2024-02-17,UPI/BLINKIT/790507,1202.97,food,BLINKIT
2024-02-05,LIFESTYLE STORES INTERNET 870104,4897.11,shopping,LIFESTYLE STORES
2024-05-21,BILLPAY/ZITEKNO TELECOM/98444088,7956.56,bills,ZITEKNO
2024-03-21,UPI/REDBUS/963632,1103.36,travel,REDBUS
2024-03-13,VITOGAN FOOTWEAR INTERNET 907996,3921.88,shopping,VITOGAN
2024-03-17,NACH/VIGAN GAMES/29363409,1513.93,entertainment,VIGAN
2024-02-20,UPI/NEHA MENON/SENT/069656,598.24,other,P2P
2024-02-16,WESTSIDE INTERNET 117753,737.21,shopping,WESTSIDE
2024-02-11,SOMI DENTAL INTERNET 488823,760.22,health,SOMI
2024-06-06,UPI/DR/317087300210/VIVIHA STREAMING/ICIC/viviha@axl,2193.41,entertainment,VIVIHA
2024-04-28,UPI-DELHI METRO SMART CARD-delhi@ybl-478539078956,366.67,travel,DELHI METRO SMART CARD
2024-04-11,UPI-LIC PREMIUM-lic@axl-521189684424,4512.13,bills,LIC PREMIUM
2024-01-15,UPI/TOZIJO PG RENT/528805,10703.92,rent,TOZIJO
2024-05-29,TEKHABRI AIRLINES ONLINE 70554943,1162.41,travel,TEKHABRI
2024-05-25,UPI/AIR INDIA/217762,14832.89,travel,AIR INDIA
2024-04-25,UPI/PHARMEASY/621276/HDFC,3254.87,health,PHARMEASY
2024-05-15,ECS ACT FIBERNET 365974,1061.37,bills,ACT FIBERNET
2024-06-25,POS/SHADADA TAXI PUNE,2103.39,travel,SHADADA
2024-04-27,WESTSIDE DELHI IN,4334.28,shopping,WESTSIDE
2024-03-13,BILLPAY/PRAPRALU BROADBAND/02098446,2023.92,bills,PRAPRALU
2024-02-07,LOCAL KIRANA STORE PUNE IN,72.38,food,LOCAL KIRANA STORE
2024-05-16,MORE SUPERMARKET ONLINE 75585566,664.84,food,MORE SUPERMARKET
2024-03-31,PG*PEPPERFRY*89365435,10514.8,shopping,PEPPERFRY
2024-01-11,UPI/DR/089512370851/FUND TRANSFER/YESB/fund@oksbi,5711.65,other,FUND TRANSFER
2024-04-03,NEFT/OWNER RENT PAYMENT/HDFC,35510.51,rent,OWNER RENT PAYMENT
2024-05-08,ZOMATO*8543534,186.7,food,ZOMATO
2024-02-03,PRAVI MUSIC INTERNET 574452,800.62,entertainment,PRAVI
2024-03-04,PG*AJIO*18426945,3728.0,shopping,AJIO
2024-05-09,UPI/DR/543107427990/AIR INDIA/BARB/air@ibl,9751.57,travel,AIR INDIA
2024-04-06,UPI/DR/033563693010/MUTUAL FUND SIP/HDFC/mutual@axl,19518.64,other,MUTUAL FUND SIP
2024-05-18,UPI/DR/292266678809/MUTUAL FUND SIP/SBIN/mutual@ibl,10770.34,other,MUTUAL FUND SIP
2024-01-19,UPI-INDIGO AIRLINES-indigo@ybl-947072006425,6415.23,travel,INDIGO AIRLINES
2024-06-06,PG*BSNL*59212996,162.59,bills,BSNL
2024-03-19,UPI/THYROCARE/643095/UTIB,2054.81,health,THYROCARE
2024-05-08,UPI/SMS ALERT CHARGES/390616,55.52,other,SMS ALERT CHARGES
2024-01-07,UPI-BLINKIT-blinkit@okhdfcbank-828258673622,500.97,food,BLINKIT
2024-05-04,UPI-KFC-kfc@oksbi-821465840449,755.31,food,KFC
2024-02-01,TATA CLIQ INTERNET 375137,4801.61,shopping,TATA CLIQ
2024-01-03,FLIPKART INTERNET 389097,11123.25,shopping,FLIPKART
2024-01-02,UPI/DASHA MOVIES/735623/ICIC,509.33,entertainment,DASHA
2024-03-27,POS CAFE COFFEE DAY,184.11,food,CAFE COFFEE DAY
2024-01-02,UPI-SHANE TOLL-shane@axl-356582608252,672.59,travel,SHANE
2024-06-30,UPI/DR/319630527043/MINE SIP/PUNB/mine@oksbi,4754.35,other,MINE
2024-02-19,POS/FASTAG RECHARGE DELHI,789.0,travel,FASTAG RECHARGE
2024-05-21,POS/ZIPRAHA HEALTH PUNE,2736.56,health,ZIPRAHA
2024-01-11,POS NETMEDS,1980.97,health,NETMEDS
2024-05-30,LENSKART ONLINE 39456804,5942.06,shopping,LENSKART
2024-01-20,POS 9522 VAGAN CLINIC CHENNAI,3276.89,health,VAGAN
2024-03-03,NIKE STORE INTERNET 964430,2957.44,shopping,NIKE STORE
2024-04-29,UPI-ICICI PRUDENTIAL-icici@okhdfcbank-468616307028,9766.25,bills,ICICI PRUDENTIAL
2024-06-08,UPI/TOTOKA PG RENT/211275/PUNB,20862.57,rent,TOTOKA
2024-05-02,UPI-RELIANCE FRESH-reliance@axl-895392644220,2075.89,food,RELIANCE FRESH
2024-03-01,UPI/DR/809242875721/INDIAN OIL PETROL PUMP/KKBK/indian@axl,1870.82,travel,INDIAN OIL PETROL PUMP
2024-01-05,POS/VAGAN HEALTH MUMBAI,784.19,health,VAGAN
2024-04-26,POS IRCTC,1864.54,travel,IRCTC
2024-02-03,POS PENONE MEDICALS,476.71,health,PENONE
2024-02-24,SWIGGY ONLINE 95376724,289.2,food,SWIGGY
2024-03-28,PG*INOX MOVIES*10231211,831.06,entertainment,INOX MOVIES
2024-05-05,POS SOMI DIAGNOSTICS,529.67,health,SOMI
2024-05-08,POS/PRACTO CONSULTATION HYDERABAD,469.65,health,PRACTO CONSULTATION
2024-03-22,UPI/DR/390409074260/PUMA STORE/HDFC/puma@paytm,3278.57,shopping,PUMA STORE
2024-01-25,BBPS/TATA PLAY/3711815198,295.25,bills,TATA PLAY
2024-03-19,POS JOTO HEALTH,7649.06,health,JOTO
2024-06-22,UPI/LUHA RECHARGE/138783,2389.8,bills,LUHA
2024-02-27,UPI-PRALUHA FUEL-praluha@ibl-318156054270,2655.08,travel,PRALUHA
2024-02-25,BILLPAY/RASHA RECHARGE/65817915,3186.5,bills,RASHA
2024-05-11,UPI/GOLDS GYM/764172/PUNB,1851.47,health,GOLDS GYM
2024-04-22,UPI/BLINKIT/451713/SBIN,1072.53,food,BLINKIT
2024-01-03,UPI/MINE SIP/631919,13989.37,other,MINE
2024-03-02,UPI-LUDAPE MOVIES-ludape@ibl-564771158821,2347.45,entertainment,LUDAPE
2024-05-03,UPI-ZITEKNO ELECTRICITY-zitekno@ibl-058079106510,1144.86,bills,ZITEKNO
2024-03-01,UPI/RELIANCE FRESH/160898,861.91,food,RELIANCE FRESH
2024-06-06,UPI/DR/724599281615/OLA CABS/YESB/ola@paytm,138.48,travel,OLA CABS
2024-06-01,ACH DEBIT HP GAS CYLINDER MAY,907.4,bills,HP GAS CYLINDER
2024-05-19,UPI-CAFE COFFEE DAY-cafe@paytm-511544796275,123.05,food,CAFE COFFEE DAY
2024-03-15,DASHA MUSIC INTERNET 964673,929.79,entertainment,DASHA
2024-02-25,PG*THYROCARE*99362165,979.1,health,THYROCARE
2024-01-14,UPI/BARBEQUE NATION/878499/YESB,1416.03,food,BARBEQUE NATION
2024-04-20,UPI-CHEQUE BOOK CHARGES-cheque@ibl-121575626412,30.58,other,CHEQUE BOOK CHARGES
2024-04-29,UPI/DR/970342519701/PESHANO RAILWAY/YESB/peshano@axl,444.57,travel,PESHANO
2024-02-19,UPI-MIVA CHARGES-miva@oksbi-579688631240,12327.02,other,MIVA
2024-06-20,UPI/SUBWAY/856624,184.53,food,SUBWAY
2024-03-29,VIRA FUEL ONLINE 98367146,1189.17,travel,VIRA
2024-03-11,POS DADATEK RAILWAY,817.77,travel,DADATEK
2024-01-03,IMPS/529645521750/RAGANHA MAINTENANCE/UTIB,15546.77,rent,RAGANHA
2024-06-29,UPI/DR/649340391045/VODAFONE IDEA/ICIC/vodafone@ybl,851.62,bills,VODAFONE IDEA
2024-06-15,UPI-MEDPLUS-medplus@ibl-040672007843,185.36,health,MEDPLUS
2024-06-24,KFC*2219693,804.95,food,KFC
2024-03-08,UPI-NOLU LABS-nolu@axl-738330614435,6342.29,health,NOLU
2024-01-27,UPI/ZIPRAHA DIAGNOSTICS/276768/BARB,709.9,health,ZIPRAHA
2024-03-09,UPI/TATA POWER/919693/KKBK,3985.11,bills,TATA POWER
2024-04-05,POS/GANRABRI COFFEE CHENNAI,1101.65,food,GANRABRI
2024-01-15,ZEE5 ONLINE 72151494,621.78,entertainment,ZEE5
2024-05-17,IMPS/054982438843/PG ACCOMMODATION FEE/HDFC,12302.8,rent,PG ACCOMMODATION FEE
2024-03-28,IMPS/192267131753/LANDLORD RENT/PUNB,10157.41,rent,LANDLORD RENT
2024-04-29,PEPPERFRY INTERNET 713432,8828.57,shopping,PEPPERFRY
2024-01-01,UPI/KARTHIK BOSE/642812,930.65,other,P2P
2024-06-02,ACH D- WONDERLA-41966645,3098.62,entertainment,WONDERLA
2024-05-20,UPI/P2A/304376318559/NEHA RAO/PUNB,4666.96,other,P2P
2024-06-12,UPI/POOJA KUMAR/126572,2959.19,other,P2P
2024-01-07,UPI-RELIANCE FRESH-reliance@axl-115869380686,1242.82,food,RELIANCE FRESH
2024-02-05,VATOBRI FOOTWEAR INTERNET 378747,3920.97,shopping,VATOBRI
2024-04-23,UPI/ZERODHA BROKING/363286,23323.36,other,ZERODHA BROKING
2024-03-13,UPI/TOVI RENT/643231/UTIB,9015.56,rent,TOVI
2024-02-16,UPI-WATER BOARD BILL-water@okhdfcbank-154815826868,1185.65,bills,WATER BOARD BILL
2024-01-24,UPI/CULT FIT/748309,844.35,health,CULT FIT
2024-04-01,UPI/NOBROKER RENT PAY/640858/KKBK,10865.01,rent,NOBROKER RENT PAY
2024-03-23,UPI/P2A/223072487641/SNEHA SHARMA/ICIC,3083.31,other,P2P
2024-05-14,UPI/DR/590425979270/MORE SUPERMARKET/SBIN/more@okhdfcbank,996.91,food,MORE SUPERMARKET
2024-01-09,PG*YOUTUBE PREMIUM*21053161,138.83,entertainment,YOUTUBE PREMIUM
2024-02-10,PRACTO CONSULTATION ONLINE 99821374,720.63,health,PRACTO CONSULTATION
2024-02-28,UPI/MIHAPRA CASH WITHDRAWAL/586966/HDFC,15565.58,other,MIHAPRA
2024-04-14,UPI/DR/865629258228/DASHA CAFE/ICIC/dasha@axl,685.5,food,DASHA
2024-02-07,POS MANIPAL HOSPITAL,4957.66,health,MANIPAL HOSPITAL
2024-05-23,UPI/PVR CINEMAS/628874/SBIN,1166.99,entertainment,PVR CINEMAS
2024-06-20,UPI/MANIPAL HOSPITAL/809414/YESB,15178.61,health,MANIPAL HOSPITAL
2024-04-26,UPI-GOIBIBO-goibibo@ibl-784858800616,2644.4,travel,GOIBIBO
2024-01-16,POS BRINESHA CLINIC,3209.87,health,BRINESHA
2024-01-02,ECS SMAAASH GAMING 470798,473.72,entertainment,SMAAASH GAMING
2024-04-25,POS VISION EYE CARE,3640.89,health,VISION EYE CARE
2024-03-14,POS/PEHA WELLNESS KOLKATA,204.75,health,PEHA
2024-06-04,PG*VIBRIVA STREAMING*37178472,707.72,entertainment,VIBRIVA
2024-02-11,UPI/KALU RECHARGE/500423/YESB,1165.11,bills,KALU
2024-02-16,RELIANCE DIGITAL*9096056,6019.94,shopping,RELIANCE DIGITAL
2024-02-05,BILLPAY/ZINETEK TELECOM/56870690,2470.2,bills,ZINETEK
2024-06-03,UPI/MANOJ JOSHI/DINNER SPLIT/369390,1108.84,other,P2P
2024-04-21,POS 0893 RELIANCE DIGITAL KOLKATA,33320.68,shopping,RELIANCE DIGITAL
2024-02-02,UPI/PRAPRALU ELECTRICITY/462671,244.72,bills,PRAPRALU
2024-03-22,UPI-INDIAN OIL PETROL PUMP-indian@oksbi-694215291086,2714.86,travel,INDIAN OIL PETROL PUMP
2024-02-18,SPOTIFY INDIA*7318939,79.39,entertainment,SPOTIFY INDIA
2024-03-31,UPI/CHEQUE BOOK CHARGES/518871,114.02,other,CHEQUE BOOK CHARGES
2024-03-12,UPI-CROMA ELECTRONICS-croma@axl-689313503058,56083.57,shopping,CROMA ELECTRONICS
2024-03-28,UPI/DR/938173598488/AMAZON PRIME/UTIB/amazon@axl,278.7,entertainment,AMAZON PRIME
2024-02-01,UPI/CHAI POINT/723046,350.78,food,CHAI POINT
2024-06-05,PG*RELIANCE DIGITAL*17175242,49943.14,shopping,RELIANCE DIGITAL
2024-05-26,SOTEKHA ELECTRONICS INTERNET 995225,9778.28,shopping,SOTEKHA
2024-03-02,IMPS/762157740545/VANO LEASE/PUNB,10522.74,rent,VANO
2024-01-04,UPI-VISION EYE CARE-vision@oksbi-937810539128,5648.94,health,VISION EYE CARE
2024-04-03,VIRA TOLL*7303167,248.85,travel,VIRA
2024-05-09,POS/1MG CHENNAI,1409.77,health,1MG
2024-05-20,UPI/DADATEK AIRLINES/956784/UTIB,3215.47,travel,DADATEK
2024-05-17,UPI/DR/971681572450/1MG/HDFC/1mg@ybl,179.33,health,1MG
2024-06-09,DECATHLON SPORTS INTERNET 602752,4302.13,shopping,DECATHLON SPORTS
2024-02-13,POS/DOMINOS PIZZA CHENNAI,753.89,food,DOMINOS PIZZA
2024-06-21,UPI-VADASHA TIFFIN-vadasha@paytm-658153988521,998.53,food,VADASHA
2024-02-18,PG*SUBWAY*54678544,459.68,food,SUBWAY
2024-01-18,NEFT-55019354503-LANDLORD RENT-PUNB,26325.27,rent,LANDLORD RENT
2024-04-05,DECATHLON SPORTS*2631281,6183.13,shopping,DECATHLON SPORTS
2024-04-28,PRAVI MUSIC INTERNET 291714,2281.41,entertainment,PRAVI
2024-02-03,ACH DEBIT BSNL NOV,641.53,bills,BSNL
2024-01-01,UPI/DR/365419518023/DMART/HDFC/dmart@ibl,3006.78,food,DMART
2024-04-30,UPI/CAFE COFFEE DAY/010432,290.41,food,CAFE COFFEE DAY
2024-02-09,UPI/ARJUN DESAI/SENT/681931,603.06,other,P2P
2024-05-01,POS 7452 DOMINOS PIZZA HYDERABAD,885.48,food,DOMINOS PIZZA
2024-05-07,POS MAX FASHION,2449.75,shopping,MAX FASHION
2024-04-06,NACH/NOPRA RECHARGE/45259357,1942.92,bills,NOPRA
2024-01-03,UPI/MANOJ PILLAI/GIFT/329397,609.86,other,P2P
2024-03-14,UPI-PHARMEASY-pharmeasy@okhdfcbank-882145841484,156.56,health,PHARMEASY
2024-01-21,UPI/DR/381138633839/MORE SUPERMARKET/ICIC/more@oksbi,1578.22,food,MORE SUPERMARKET
2024-05-27,UPI/ZERODHA BROKING/510462,4824.16,other,ZERODHA BROKING
2024-02-03,UPI/MIVA CHARGES/478277/ICIC,11325.28,other,MIVA
2024-06-23,UPI/DMART/209993/UTIB,611.39,food,DMART
2024-06-18,MAX FASHION ONLINE 03719905,410.71,shopping,MAX FASHION
2024-06-23,UPI/GANSO FEES/202131/YESB,3270.15,other,GANSO
2024-01-09,PG*SPOTIFY INDIA*19807704,87.09,entertainment,SPOTIFY INDIA
2024-05-28,UPI-SMS ALERT CHARGES-sms@paytm-712763835434,29.13,other,SMS ALERT CHARGES
2024-05-14,UPI/BIGBASKET/398454,1926.45,food,BIGBASKET
2024-03-24,PRACTO CONSULTATION ONLINE 17868800,1424.82,health,PRACTO CONSULTATION
2024-05-08,REDBUS*9541987,518.44,travel,REDBUS
2024-02-26,POS/AJIO HYDERABAD,3179.04,shopping,AJIO
2024-03-02,UPI-HAPRATO CASH WITHDRAWAL-haprato@paytm-643786243014,69.74,other,HAPRATO
2024-01-12,UPI/OLA CABS/409435,107.54,travel,OLA CABS
2024-05-07,IMPS/321750361920/HOSTEL FEE/ICIC,12939.34,rent,HOSTEL FEE
2024-06-29,POS/VIJAY SALES CHENNAI,41934.92,shopping,VIJAY SALES
2024-04-04,UPI/PRAMI SIP/678323,18227.41,other,PRAMI
2024-02-05,UPI/ZEPTO/927532/PUNB,979.48,food,ZEPTO
2024-06-17,NACH/HDFC LIFE/60119391,3128.76,bills,HDFC LIFE
2024-01-02,NEFT/HOSTEL FEE/UTIB,4014.86,rent,HOSTEL FEE
2024-04-15,UPI/HOUSE RENT/172947/PUNB,20597.71,rent,HOUSE RENT
2024-04-06,POS/VITOGAN ELECTRONICS CHENNAI,449.33,shopping,VITOGAN
2024-04-29,UPI/TOVI LEASE/443073/ICIC,6394.58,rent,TOVI
2024-02-26,PUMA STORE ONLINE 67983631,6371.2,shopping,PUMA STORE
2024-05-23,MIRAVI PHARMACY KOLKATA IN,6519.25,health,MIRAVI
2024-06-02,UPI/DR/073174457762/GANRABRI COFFEE/PUNB/ganrabri@okhdfcbank,1711.59,food,GANRABRI
2024-02-27,POS PIZZA HUT,1106.0,food,PIZZA HUT
2024-04-26,CHAI POINT*1552166,102.3,food,CHAI POINT
2024-06-10,SOTEKHA FURNITURE KOLKATA IN,10241.97,shopping,SOTEKHA
2024-04-05,POS/NAMMA METRO KOLKATA,149.8,travel,NAMMA METRO
2024-02-15,NEFT-69801426471-HOUSE RENT-HDFC,20785.2,rent,HOUSE RENT
2024-06-07,UPI-BURGER KING-burger@ibl-123685160481,261.38,food,BURGER KING
2024-05-16,POS 1335 SHANE TRAVELS CHENNAI,3842.3,travel,SHANE
2024-05-04,POS MIVITEK SUPERMARKET,990.85,food,MIVITEK
2024-03-24,POS ASTER CLINIC,2838.16,health,ASTER CLINIC
2024-06-18,UPI/DR/639208678085/HOTEL SAGAR RESTAURANT/PUNB/hotel@axl,748.11,food,HOTEL SAGAR RESTAURANT
2024-06-18,UPI/DR/484344375758/BARBEQUE NATION/UTIB/barbeque@paytm,2343.3,food,BARBEQUE NATION
2024-01-24,UPI-TOVI HOSTEL-tovi@axl-442673538425,3108.5,rent,TOVI
2024-03-28,UPI/NOTEK CASH WITHDRAWAL/617275,5348.82,other,NOTEK
2024-03-18,NATURES BASKET KOLKATA IN,1691.32,food,NATURES BASKET
2024-02-10,UPI/BEHROUZ BIRYANI/659027/BARB,668.99,food,BEHROUZ BIRYANI
2024-03-19,NEFT-78531419887-PEGAN LEASE-ICIC,4659.94,rent,PEGAN
2024-05-31,UPI/FLAT RENT/358768/BARB,16226.07,rent,FLAT RENT
2024-04-06,UPI/DR/551104754121/BIGBASKET/ICIC/bigbasket@ibl,2614.9,food,BIGBASKET
2024-04-11,ACH D- VODAFONE IDEA-80186774,378.25,bills,VODAFONE IDEA
2024-01-23,UPI/DR/806882850317/BOOKMYSHOW/ICIC/bookmyshow@okhdfcbank,200.5,entertainment,BOOKMYSHOW
2024-02-16,UPI/DR/300910939111/INDIGO AIRLINES/ICIC/indigo@ibl,3016.18,travel,INDIGO AIRLINES
2024-03-01,UPI/DR/953192600986/OWNER RENT PAYMENT/HDFC/owner@okhdfcbank,26259.25,rent,OWNER RENT PAYMENT
2024-06-03,POS OYO ROOMS,2877.41,travel,OYO ROOMS
2024-03-27,PG*DAVI THEATRE*23759097,1217.56,entertainment,DAVI
2024-03-04,UPI/ANJALI MENON/PAYMENT/977398,6394.63,other,P2P
2024-06-06,BBPS/VODAFONE IDEA/8553595205,594.77,bills,VODAFONE IDEA
2024-01-21,UPI-OYO ROOMS-oyo@ibl-066149828246,1270.94,travel,OYO ROOMS
2024-06-27,FASTAG RECHARGE*3036149,647.44,travel,FASTAG RECHARGE
2024-06-21,UPI-ZIDAZI MUSIC-zidazi@paytm-095709340991,1403.92,entertainment,ZIDAZI
2024-05-17,UPI-TEKHABRI TRAVELS-tekhabri@ybl-407146971479,3582.72,travel,TEKHABRI
2024-05-03,UPI/KAVITA BOSE/290850,976.98,other,P2P
2024-05-14,UPI/RAHUL JOSHI/GIFT/766062,3379.41,other,P2P
2024-05-28,PG*DECATHLON SPORTS*16480727,7659.34,shopping,DECATHLON SPORTS
2024-06-12,IMPS/014599670692/PG ACCOMMODATION FEE/YESB,11002.35,rent,PG ACCOMMODATION FEE
2024-05-09,UPI-VAVANO SIP-vavano@okhdfcbank-788021093676,18105.49,other,VAVANO
2024-03-04,UPI/DR/790306738302/SUBWAY/UTIB/subway@okhdfcbank,155.69,food,SUBWAY
2024-05-09,UPI/LANDLORD RENT/602080/YESB,12259.23,rent,LANDLORD RENT
2024-01-24,NETMEDS HYDERABAD IN,2997.46,health,NETMEDS
2024-03-19,NATURES BASKET CHENNAI IN,762.61,food,NATURES BASKET
2024-02-25,UPI/P2A/741208180368/RAHUL KUMAR/SBIN,3412.43,other,P2P
2024-01-04,UPI/CREDIT CARD BILL PAYMENT/239412,14451.2,bills,CREDIT CARD BILL PAYMENT
2024-03-23,UPI/DR/148552457871/YOUTUBE PREMIUM/KKBK/youtube@oksbi,131.19,entertainment,YOUTUBE PREMIUM
2024-01-27,POS 4728 PUMA STORE PUNE,6264.0,shopping,PUMA STORE
2024-01-19,IMPS/580558115744/HOSTEL FEE/PUNB,12411.66,rent,HOSTEL FEE
2024-06-24,UPI/P2A/971535964726/KAVITA DESAI/UTIB,483.25,other,P2P
2024-02-02,POS MCDONALDS,319.23,food,MCDONALDS
2024-03-25,NEFT-18081896558-OWNER RENT PAYMENT-SBIN,34556.58,rent,OWNER RENT PAYMENT
2024-02-17,ACH D- ICICI PRUDENTIAL-62542041,18087.94,bills,ICICI PRUDENTIAL
2024-04-26,UPI/STARBUCKS/022901/UTIB,675.5,food,STARBUCKS
2024-03-26,UPI-MORE SUPERMARKET-more@ibl-225179086416,1958.7,food,MORE SUPERMARKET
2024-04-21,UPI-GOLDS GYM-golds@okhdfcbank-041813599898,4415.24,health,GOLDS GYM
2024-05-13,LOCAL KIRANA STORE ONLINE 93639264,84.03,food,LOCAL KIRANA STORE
2024-06-07,POS 9907 PLAYSTATION STORE GURGAON,1520.52,entertainment,PLAYSTATION STORE
2024-04-24,UPI/BOOKMYSHOW/128524/PUNB,888.76,entertainment,BOOKMYSHOW
2024-03-19,POS ZINERA DHABA,1407.63,food,ZINERA
2024-02-19,BILLPAY/WATER BOARD BILL/88789950,458.0,bills,WATER BOARD BILL
2024-06-26,POS/OLA CABS KOLKATA,452.69,travel,OLA CABS
2024-06-20,UPI/DASHA STREAMING/248955/BARB,1983.51,entertainment,DASHA
2024-01-31,POS ZIHAVI KITCHEN,2265.35,food,ZIHAVI
2024-06-18,POS/LULU MEDICALS GURGAON,3593.08,health,LULU
2024-06-29,ZEE5 ONLINE 54655358,359.03,entertainment,ZEE5
2024-05-31,UPI/APOLLO PHARMACY/640830/SBIN,1387.64,health,APOLLO PHARMACY
2024-03-19,ACH D- ADANI ELECTRICITY-69993934,2885.76,bills,ADANI ELECTRICITY
2024-01-20,UPI/GOIBIBO/207545,1044.28,travel,GOIBIBO
2024-03-13,UPI/BRIPRA CASH WITHDRAWAL/087027/ICIC,2437.37,other,BRIPRA
2024-04-01,UPI/DAKATEK HOSTEL/553544,29510.01,rent,DAKATEK
2024-05-28,BBPS/INDANE GAS/0747296694,946.96,bills,INDANE GAS
2024-01-12,POS PEHAJO MOBILES,5086.12,shopping,PEHAJO
2024-01-07,PRALUHA TAXI ONLINE 14012833,1160.53,travel,PRALUHA
2024-06-11,UPI/NETFLIX/150863,637.82,entertainment,NETFLIX
2024-02-08,UPI/DR/771215134228/INDIAN OIL PETROL PUMP/UTIB/indian@oksbi,508.71,travel,INDIAN OIL PETROL PUMP
2024-02-07,UPI-NATURES BASKET-natures@ibl-450544471324,2491.29,food,NATURES BASKET
2024-04-22,POS/KAVAKA FURNITURE PUNE,12029.18,shopping,KAVAKA
2024-03-15,UPI/RAHUL GUPTA/081056,6842.42,other,P2P
2024-03-11,IMPS/805263211960/APARTMENT ASSOCIATION/UTIB,5951.79,rent,APARTMENT ASSOCIATION
2024-01-05,UPI/INOX MOVIES/376604,1445.4,entertainment,INOX MOVIES
2024-06-13,MYNTRA*3188261,501.92,shopping,MYNTRA
2024-05-31,UPI/MCDONALDS/996507/KKBK,232.79,food,MCDONALDS
2024-03-26,PG*JOVIVI CONCERT*01248447,2012.9,entertainment,JOVIVI
2024-06-19,UPI/MEDPLUS/845269,1294.96,health,MEDPLUS
2024-01-24,UPI/NOBROKER RENT PAY/992900/PUNB,12279.11,rent,NOBROKER RENT PAY
2024-02-23,IMPS/332436296208/LANDLORD RENT/HDFC,14695.44,rent,LANDLORD RENT
2024-02-06,UPI-JOPENO CHARGES-jopeno@ybl-907718235327,9565.82,other,JOPENO
2024-04-24,UPI/KFC/558867,741.51,food,KFC
2024-03-30,POS/SOKATEK CABS KOLKATA,1339.88,travel,SOKATEK
2024-01-14,UPI-IRCTC-irctc@okhdfcbank-201027621267,1942.58,travel,IRCTC
2024-05-07,POS/CLOVE DENTAL CHENNAI,3858.66,health,CLOVE DENTAL
2024-02-13,INDIGO AIRLINES INTERNET 253092,6186.34,travel,INDIGO AIRLINES
2024-03-28,PANTALOONS*4138459,624.1,shopping,PANTALOONS
2024-04-16,UPI/P2A/849531273445/NITIN BOSE/HDFC,5227.84,other,P2P
2024-01-07,POS NETFLIX,256.43,entertainment,NETFLIX
2024-01-10,UPI-MILUTEK JEWELLERS-milutek@ybl-512003934490,4200.95,shopping,MILUTEK
2024-01-19,ACH DEBIT LUDAPE STREAMING MAY,1555.16,entertainment,LUDAPE
2024-06-10,POS/MEESHO PUNE,269.62,shopping,MEESHO
2024-05-15,POS 0862 BIGBASKET CHENNAI,2841.99,food,BIGBASKET
2024-04-09,UPI-MAX HEALTHCARE-max@axl-328946338915,1863.64,health,MAX HEALTHCARE
2024-03-07,UPI/BOOKMYSHOW/840908/HDFC,2363.31,entertainment,BOOKMYSHOW
2024-05-22,UPI/DEEPAK REDDY/PAYMENT/580108,6652.08,other,P2P
2024-05-29,UPI-KFC-kfc@ybl-385977034824,771.4,food,KFC
2024-01-22,NACH/GANTO RECHARGE/60233616,2402.46,bills,GANTO
2024-05-07,UPI/DR/945231582863/GST ON CHARGES/HDFC/gst@paytm,111.17,other,GST ON CHARGES
2024-03-16,UPI/DR/530304407781/ZIHAVI SWEETS/YESB/zihavi@ybl,2453.14,food,ZIHAVI
2024-04-23,UPI/MAKEMYTRIP/406937/KKBK,8699.56,travel,MAKEMYTRIP
2024-03-16,MEESHO ONLINE 17674124,2315.86,shopping,MEESHO
